objectid,park_no,park,facility_n,facility_t,gisobjid,Park_Name,Park_Address,ward,schema:name,schema:identifier,Chicago_Park_ID,geometry,omeka_id_community_area,dcterms:isPartOf
608,1027,DEAN,Playground,OUTDOOR,2036,Dean Park,"1356 N Dean St Chicago, IL 60622",Chicago_Ward_1,Dean Park - Playground,Chicago_Park_Facility_608,Chicago_Park_1027,"c(444374.159324428, 4639636.29376718)",7328,7292
611,405,DEBOW (RUSSELL),Playground,OUTDOOR,2039,DeBow Park,"1126 E 80th St Chicago, IL 60619",Chicago_Ward_8,DeBow Park - Playground,Chicago_Park_Facility_611,Chicago_Park_405,"c(450401.425335444, 4622163.71742601)",7344,7213
612,1093,DEGEORGE (BERNICE),Playground Park,OUTDOOR,2040,DeGeorge Park,"4905 W Wabansia Ave Chicago, IL 60639",Chicago_Ward_37,DeGeorge Park - Playground Park,Chicago_Park_Facility_612,Chicago_Park_1093,"c(437842.301334379, 4640178.53902203)",7329,7298
613,366,DEJULIO (ANTHONY),Playground Park,OUTDOOR,2041,DeJulio Park,"6056 N Landers Ave Chicago, IL 60646",Chicago_Ward_39,DeJulio Park - Playground Park,Chicago_Park_Facility_613,Chicago_Park_366,"c(437575.189922834, 4649034.30703532)",7315,7254
615,1211,DICKINSON (ARTHUR),Playground,OUTDOOR,2043,Dickinson Park,"4117 N Lavergne Ave Chicago, IL 60641",Chicago_Ward_45,Dickinson Park - Playground,Chicago_Park_Facility_615,Chicago_Park_1211,"c(437699.042534352, 4645102.22080694)",7318,7248
617,1210,DIXON (LORRAINE),Playground,OUTDOOR,2045,Dixon Park,"8931 S Dauphin Ave Chicago, IL 60619",Chicago_Ward_8,Dixon Park - Playground,Chicago_Park_Facility_617,Chicago_Park_1210,"c(449948.786987142, 4620271.70184409)",7346,7214
618,1094,DOBSON,Playground Park,OUTDOOR,2046,Dobson Park,"7521 S Dobson Ave Chicago, IL 60619",Chicago_Ward_8,Dobson Park - Playground Park,Chicago_Park_Facility_618,Chicago_Park_1094,"c(450207.827951828, 4623060.68794305)",7370,7224
619,344,DOGWOOD,Playground Park,OUTDOOR,2047,Dogwood Park,"2734 W Polk St Chicago, IL 60612",Chicago_Ward_28,Dogwood Park - Playground Park,Chicago_Park_Facility_619,Chicago_Park_344,"c(442329.792349143, 4635722.69594585)",7331,7209
0,570,DONAHUE (MARGARET),Playground,OUTDOOR,6111,Donahue Park,"1230 W School St Chicago, IL 60657",Chicago_Ward_44,Donahue Park - Playground,Chicago_Park_Facility_0,Chicago_Park_570,"c(445258.648721969, 4643531.51130858)",7348,7238
623,1029,DONOVAN (GEORGE),Playground,OUTDOOR,2051,Donovan Park,"3620 S Lituanica Ave Chicago, IL 60609",Chicago_Ward_11,Donovan Park - Playground,Chicago_Park_Facility_623,Chicago_Park_1029,"c(446194.157660703, 4630928.2013955)",7361,7287
630,296,DOOLEY (THOMAS),Playground,OUTDOOR,2058,Dooley Park,"3426 W 77th St Chicago, IL 60652",Chicago_Ward_18,Dooley Park - Playground,Chicago_Park_Facility_630,Chicago_Park_296,"c(441131.240587867, 4622654.59001904)",7372,7225
649,218,DOUGLAS (STEPHEN),Playground,OUTDOOR,2077,Douglas Park,"1401 S Sacramento Dr Chicago, IL 60623",Chicago_Ward_0,Douglas Park - Playground 1,Chicago_Park_Facility_649,Chicago_Park_218,"c(442227.358229403, 4634136.19427632)",7333,7210
650,218,DOUGLAS (STEPHEN),Playground,OUTDOOR,2078,Douglas Park,"1401 S Sacramento Dr Chicago, IL 60623",Chicago_Ward_0,Douglas Park - Playground 2,Chicago_Park_Facility_650,Chicago_Park_218,"c(441711.629531447, 4634048.09554151)",7333,7210
651,218,DOUGLAS (STEPHEN),Playground,OUTDOOR,2079,Douglas Park,"1401 S Sacramento Dr Chicago, IL 60623",Chicago_Ward_0,Douglas Park - Playground 3,Chicago_Park_Facility_651,Chicago_Park_218,"c(442208.182567648, 4634716.23939417)",7333,7210
652,218,DOUGLAS (STEPHEN),Playground,OUTDOOR,2080,Douglas Park,"1401 S Sacramento Dr Chicago, IL 60623",Chicago_Ward_0,Douglas Park - Playground 4,Chicago_Park_Facility_652,Chicago_Park_218,"c(441698.363274221, 4634663.84356555)",7333,7210
653,218,DOUGLAS (STEPHEN),Playground,OUTDOOR,2081,Douglas Park,"1401 S Sacramento Dr Chicago, IL 60623",Chicago_Ward_0,Douglas Park - Playground 5,Chicago_Park_Facility_653,Chicago_Park_218,"c(441915.705379594, 4635156.50885103)",7333,7210
662,441,DREXEL (FRANCIS),Playground Park,OUTDOOR,2090,Drexel Park,"6931 S Damen Ave Chicago, IL 60636",Chicago_Ward_17,Drexel Park - Playground Park,Chicago_Park_Facility_662,Chicago_Park_441,"c(444041.183594108, 4624168.43159617)",7368,7223
669,267,DUNBAR (PAUL LAURENCE),Playground,OUTDOOR,2097,Dunbar Park,"200 E 31st St Chicago, IL 60616",Chicago_Ward_4,Dunbar Park - Playground 1,Chicago_Park_Facility_669,Chicago_Park_267,"c(448421.242581715, 4632399.25971962)",7304,7235
670,267,DUNBAR (PAUL LAURENCE),Playground,OUTDOOR,2098,Dunbar Park,"200 E 31st St Chicago, IL 60616",Chicago_Ward_4,Dunbar Park - Playground 2,Chicago_Park_Facility_670,Chicago_Park_267,"c(448428.339615204, 4632044.75902092)",7304,7235
687,258,DUNHAM (ROBERT),Playground,OUTDOOR,2115,Dunham Park,"4640 N Melvina Ave Chicago, IL 60630",Chicago_Ward_38,Dunham Park - Playground,Chicago_Park_Facility_687,Chicago_Park_258,"c(435166.273289275, 4646328.89278261)",7318,7248
698,268,DURKIN (MARTIN),Playground,OUTDOOR,2126,Durkin Park,"8441 S Kolin Ave Chicago, IL 60652",Chicago_Ward_18,Durkin Park - Playground,Chicago_Park_Facility_698,Chicago_Park_268,"c(439419.68931837, 4621170.56833385)",7372,7225
704,1037,DURSO (JOHN),Playground,OUTDOOR,2132,Durso Park,"421 W Locust St Chicago, IL 60610",Chicago_Ward_27,Durso Park - Playground,Chicago_Park_Facility_704,Chicago_Park_1037,"c(446942.283666406, 4638714.27116286)",7340,7301
711,216,DVORAK (ANTON),Playground,OUTDOOR,2139,Dvorak Park,"1119 W Cullerton St Chicago, IL 60608",Chicago_Ward_25,Dvorak Park - Playground 1,Chicago_Park_Facility_711,Chicago_Park_216,"c(445768.795783336, 4633890.41997119)",7336,7280
712,216,DVORAK (ANTON),Playground,OUTDOOR,2140,Dvorak Park,"1119 W Cullerton St Chicago, IL 60608",Chicago_Ward_25,Dvorak Park - Playground 2,Chicago_Park_Facility_712,Chicago_Park_216,"c(445677.807146506, 4633735.05009717)",7336,7280
716,232,ECKERSALL (WALTER HERBERT),Playground,OUTDOOR,2144,Eckersall Park,"2430 E 82nd St Chicago, IL 60617",Chicago_Ward_7,Eckersall Park - Playground,Chicago_Park_Facility_716,Chicago_Park_232,"c(453098.867653406, 4621796.34862502)",7345,7265
724,208,ECKHART (BERNARD),Playground,OUTDOOR,2152,Eckhart Park,"1330 W Chicago Ave Chicago, IL 60622",Chicago_Ward_27,Eckhart Park - Playground,Chicago_Park_Facility_724,Chicago_Park_208,"c(445197.801043496, 4638488.0505989)",7328,7286
15415,335,EDGEBROOK,Playground,OUTDOOR,5912,Edgebrook Park,"6525 N Hiawatha Ave Chicago, IL 60646",Chicago_Ward_41,Edgebrook Park - Playground,Chicago_Park_Facility_15415,Chicago_Park_335,"c(436964.014534584, 4650059.4252614)",7315,7254
735,62,EDISON (THOMAS ALVA),Playground,OUTDOOR,2163,Edison Park,"6755 N Northwest Hwy Chicago, IL 60631",Chicago_Ward_41,Edison Park - Playground,Chicago_Park_Facility_735,Chicago_Park_62,"c(432315.442024358, 4650536.39244368)",7380,7277
736,391,EDMONDS (MOLLY),Playground Park,OUTDOOR,2164,Edmonds Park,"711 W 60th Pl Chicago, IL 60621",Chicago_Ward_16,Edmonds Park - Playground Park,Chicago_Park_Facility_736,Chicago_Park_391,"c(446551.081070876, 4626000.14719568)",7369,7223
754,283,EHRLER (WILLIAM),Playground,OUTDOOR,2182,Erhler Park,"2230 W Cortland St Chicago, IL 60647",Chicago_Ward_32,Erhler Park - Playground,Chicago_Park_Facility_754,Chicago_Park_283,"c(443297.674330893, 4640713.23336043)",7326,7279
744,1213,ELLIS (SAMUEL),Playground,OUTDOOR,2172,Ellis Park,"600 E 37th St Chicago, IL 60653",Chicago_Ward_4,Ellis Park - Playground,Chicago_Park_Facility_744,Chicago_Park_1213,"c(449283.80946221, 4631009.86437309)",7305,7242
747,1097,ELSTON (DANIEL),Playground Park,OUTDOOR,2175,Elston Park,"3461 N Troy St Chicago, IL 60618",Chicago_Ward_33,Elston Park - Playground Park,Chicago_Park_Facility_747,Chicago_Park_1097,"c(441464.896520703, 4643846.98711929)",7325,7216
750,104,EMMERSON (LOUIS),Playground,OUTDOOR,2178,Emmerson Park,"1820 W Granville Ave Chicago, IL 60660",Chicago_Ward_40,Emmerson Park - Playground,Chicago_Park_Facility_750,Chicago_Park_104,"c(443979.325091906, 4649394.95433032)",7323,7259
755,434,ESSEX,Playground Park,OUTDOOR,2183,Essex Park,"7687 S South Chicago Ave Chicago, IL 60619",Chicago_Ward_5,Essex Park - Playground Park,Chicago_Park_Facility_755,Chicago_Park_434,"c(450951.581044676, 4622756.39978578)",7342,7263
761,66,EUCLID,Playground,OUTDOOR,2189,Euclid Park,"9800 S Parnell Ave Chicago, IL 60628",Chicago_Ward_34,Euclid Park - Playground,Chicago_Park_Facility_761,Chicago_Park_66,"c(446981.781543654, 4618481.88147787)",7375,7276
765,1276,EVERGREEN,Playground Park,OUTDOOR,2193,Evergreen Park,"631 W Belmont Ave Chicago, IL 60657",Chicago_Ward_44,Evergreen Park - Playground Park,Chicago_Park_Facility_765,Chicago_Park_1276,"c(446474.829940409, 4643291.89505532)",7348,7238
767,1100,FELLGER (CHARLES),Playground Park,OUTDOOR,2195,Fellger Park,"2012 W Belmont Ave Chicago, IL 60618",Chicago_Ward_32,Fellger Park - Playground Park,Chicago_Park_Facility_767,Chicago_Park_1100,"c(443704.462041572, 4643319.81147943)",7351,7267
775,65,FERNWOOD,Playground,OUTDOOR,2203,Fernwood Park,"10436 S Wallace St Chicago, IL 60628",Chicago_Ward_34,Fernwood Park - Playground,Chicago_Park_Facility_775,Chicago_Park_65,"c(446809.286989374, 4617155.56637598)",7350,7266
785,41,FIELD (EUGENE),Playground,OUTDOOR,2213,Field Park,"5100 N Ridgeway Ave Chicago, IL 60625",Chicago_Ward_39,Field Park - Playground,Chicago_Park_Facility_785,Chicago_Park_41,"c(440000.178911303, 4647240.61016151)",7317,7256
794,1281,FILBERT,Playground Park,OUTDOOR,2222,Filbert Park,"1822 W Larchmont Ave Chicago, IL 60613",Chicago_Ward_47,Filbert Park - Playground Park,Chicago_Park_Facility_794,Chicago_Park_1281,"c(444052.053498497, 4644835.18404362)",7351,7267
795,431,FLOWER (LUCY),Playground Park,OUTDOOR,2223,Flower Park,"2554 W Moffat St Chicago, IL 60647",Chicago_Ward_1,Flower Park - Playground Park,Chicago_Park_Facility_795,Chicago_Park_431,"c(442619.523060891, 4640576.84371549)",7326,7217
797,331,FLYING SQUIRREL,Playground Park,OUTDOOR,2225,Flying Squirrel Park,"6600 S Woodlawn Ave Chicago, IL 60637",Chicago_Ward_5,Flying Squirrel Park - Playground Park,Chicago_Park_Facility_797,Chicago_Park_331,"c(450431.959379136, 4624951.65371565)",7312,7247
799,70,FOREST GLEN,Playground Park,OUTDOOR,2227,Forest Glen Park,"5073 W Berwyn Ave Chicago, IL 60630",Chicago_Ward_39,Forest Glen Park - Playground Park,Chicago_Park_Facility_799,Chicago_Park_70,"c(437482.721577997, 4647559.10039021)",7315,7254
802,1030,FOSCO (PETER),Playground,OUTDOOR,2230,Fosco Park,"1313 S Throop St Chicago, IL 60608",Chicago_Ward_25,Fosco Park - Playground 1,Chicago_Park_Facility_802,Chicago_Park_1030,"c(445382.9397533, 4634945.82886511)",7332,7250
803,1030,FOSCO (PETER),Playground,OUTDOOR,2231,Fosco Park,"1313 S Throop St Chicago, IL 60608",Chicago_Ward_25,Fosco Park - Playground 2,Chicago_Park_Facility_803,Chicago_Park_1030,"c(445491.5075669, 4634940.11771366)",7332,7250
817,26,FOSTER (J. FRANK),Playground,OUTDOOR,2245,Foster Park,"1400 W 84th St Chicago, IL 60620",Chicago_Ward_21,Foster Park - Playground,Chicago_Park_Facility_817,Chicago_Park_26,"c(445044.453147749, 4621372.61821928)",7373,7274
838,202,FRANKLIN (BENJAMIN),Playground,OUTDOOR,2266,Franklin Park,"1449 S Kolin Ave Chicago, IL 60623",Chicago_Ward_24,Franklin Park - Playground,Chicago_Park_Facility_838,Chicago_Park_202,"c(439192.284487144, 4634576.00302982)",7333,7210
849,4,FULLER (MELVILLE),Playground,OUTDOOR,2277,Fuller Park,"331 W 45th St Chicago, IL 60609",Chicago_Ward_3,Fuller Park - Playground,Chicago_Park_Facility_849,Chicago_Park_4,"c(447354.615847446, 4629122.17765438)",7306,7245
864,22,GAGE (GEORGE),Playground,OUTDOOR,2292,Gage Park,"2415 W 55th St Chicago, IL 60629",Chicago_Ward_0,Gage Park - Playground,Chicago_Park_Facility_864,Chicago_Park_22,"c(443045.190255758, 4626969.80833293)",7364,7289
883,130,GALEWOOD,Playground,OUTDOOR,2311,Galewood Park,"5729 W Bloomingdale Ave Chicago, IL 60639",Chicago_Ward_29,Galewood Park - Playground,Chicago_Park_Facility_883,Chicago_Park_130,"c(436209.017268729, 4640323.43307952)",7329,7298
906,204,GARFIELD (JAMES),Playground,OUTDOOR,2334,Garfield Park,"100 N Central Park Dr Chicago, IL 60624",Chicago_Ward_28,Garfield Park - Playground 1,Chicago_Park_Facility_906,Chicago_Park_204,"c(440928.90821523, 4636842.62819985)",7331,7209
907,204,GARFIELD (JAMES),Playground,OUTDOOR,2335,Garfield Park,"100 N Central Park Dr Chicago, IL 60624",Chicago_Ward_28,Garfield Park - Playground 2,Chicago_Park_Facility_907,Chicago_Park_204,"c(440967.636318154, 4637139.01542436)",7331,7209
917,1047,GARIBALDI (GIUSEPPI),Playground,OUTDOOR,2345,Garibaldi Park,"1520 W Polk St Chicago, IL 60607",Chicago_Ward_28,Garibaldi Park - Playground,Chicago_Park_Facility_917,Chicago_Park_1047,"c(444809.877427126, 4635772.85012088)",7332,7250
926,244,GATELY (JAMES),Playground,OUTDOOR,2354,Gately Park,"810 E 103rd St Chicago, IL 60628",Chicago_Ward_8,Gately Park - Playground,Chicago_Park_Facility_926,Chicago_Park_244,"c(449583.91863599, 4617506.09914441)",7352,7231
932,364,GILL (JOSEPH),Playground,OUTDOOR,2360,Gill Park,"825 W Sheridan Rd Chicago, IL 60613",Chicago_Ward_46,Gill Park - Playground,Chicago_Park_Facility_932,Chicago_Park_364,"c(446127.00029336, 4644710.69139222)",7348,7238
933,347,GINKGO,Playground Park,OUTDOOR,2361,Ginkgo Park,"3432 W 15th St Chicago, IL 60623",Chicago_Ward_24,Ginkgo Park - Playground Park,Chicago_Park_Facility_933,Chicago_Park_347,"c(440903.878356326, 4634586.48642103)",7333,7210
936,93,GLADSTONE (WILLIAM),Playground,OUTDOOR,2364,Gladstone Park,"5421 N Menard Ave Chicago, IL 60630",Chicago_Ward_45,Gladstone Park - Playground,Chicago_Park_Facility_936,Chicago_Park_93,"c(435959.23619962, 4647797.02673283)",7314,7253
939,1102,GLADYS (GUNDERSON),Playground,OUTDOOR,2367,Gladys Park,"3307 W Gladys Ave Chicago, IL 60624",Chicago_Ward_28,Gladys Park - Playground,Chicago_Park_Facility_939,Chicago_Park_1102,"c(441193.518798465, 4636245.06645637)",7331,7209
941,384,GOLDBERG (LOUIS),Playground Park,OUTDOOR,2369,Goldberg Park,"7053 N Glenwood Ave Chicago, IL 60626",Chicago_Ward_49,Goldberg Park - Playground Park,Chicago_Park_Facility_941,Chicago_Park_384,"c(444880.716404985, 4651174.36030899)",7313,7252
944,288,GOLDEN GATE,Playground,OUTDOOR,2372,Golden Gate Park,"500 E 130th St Chicago, IL 60627",Chicago_Ward_9,Golden Gate Park - Playground,Chicago_Park_Facility_944,Chicago_Park_288,"c(449082.757770104, 4611958.11968098)",7356,7232
955,40,GOMPERS (SAMUEL),Playground,OUTDOOR,2383,Gompers Park,"4222 W Foster Ave Chicago, IL 60630",Chicago_Ward_39,Gompers Park - Playground,Chicago_Park_Facility_955,Chicago_Park_40,"c(438948.679691239, 4647350.18173608)",7316,7255
963,348,GOOSEBERRY,Playground Park,OUTDOOR,2391,Gooseberry Park,"4648 N Malden St Chicago, IL 60640",Chicago_Ward_46,Gooseberry Park - Playground Park,Chicago_Park_Facility_963,Chicago_Park_348,"c(445063.199494471, 4646293.3818454)",7334,7260
964,105,GOUDY (WILLIAM) SQUARE,Playground Park,OUTDOOR,2392,Goudy Square Park,"1255 N Astor St Chicago, IL 60610",Chicago_Ward_43,Goudy Square Park - Playground Park,Chicago_Park_Facility_964,Chicago_Park_105,"c(448004.428511341, 4639485.91117389)",7340,7299
965,1103,GRAND,Playground Park,OUTDOOR,2393,Grand Park,"3531 W Grand Ave Chicago, IL 60651",Chicago_Ward_27,Grand Park - Playground Park,Chicago_Park_Facility_965,Chicago_Park_1103,"c(440692.38126567, 4639053.45996451)",7327,7208
974,15,GRAND CROSSING,Playground,OUTDOOR,2402,Grand Crossing Park,"7655 S Ingleside Ave Chicago, IL 60619",Chicago_Ward_8,Grand Crossing Park - Playground,Chicago_Park_Facility_974,Chicago_Park_15,"c(450023.061870926, 4622821.99626707)",7370,7224
984,472,GRANDPARENTS',Playground,OUTDOOR,2412,Grandparents' Park,"5445 N Chester St Chicago, IL 60656",Chicago_Ward_41,Grandparents' Park - Playground,Chicago_Park_Facility_984,Chicago_Park_472,"c(430509.719208918, 4647741.6334078)",7378,7228
1007,24,GRANT (ULYSSES),Playground,OUTDOOR,2435,Grant Park,"331 E Randolph St Chicago, IL 60605",Chicago_Ward_0,Grant Park - Playground,Chicago_Park_Facility_1007,Chicago_Park_24,"c(448721.315950538, 4636886.02577966)",7341,7270
1023,381,GRAPE,Playground Park,OUTDOOR,2451,Grape Park,"2850 W Avondale Ave Chicago, IL 60618",Chicago_Ward_33,Grape Park - Playground Park,Chicago_Park_Facility_1023,Chicago_Park_381,"c(442021.288105487, 4642625.4400602)",7325,7216
1027,179,GRAVER (PHILIP),Playground,OUTDOOR,2455,Graver Park,"1518 W 102nd Pl Chicago, IL 60643",Chicago_Ward_19,Graver Park - Playground,Chicago_Park_Facility_1027,Chicago_Park_179,"c(445070.868542873, 4617504.46429782)",7374,7275
1033,1212,GREEN (JEFFREY),Playground,OUTDOOR,2461,Green Park,"6500 N Algonquin Ave Chicago, IL 60646",Chicago_Ward_41,Green Park - Playground,Chicago_Park_Facility_1033,Chicago_Park_1212,"c(436524.562003489, 4650044.34615695)",7315,7254
1038,188,GREEN BRIAR,Playground,OUTDOOR,2466,Green Briar Park,"2650 W Peterson Ave Chicago, IL 60659",Chicago_Ward_40,Green Briar Park - Playground,Chicago_Park_Facility_1038,Chicago_Park_188,"c(442295.427420126, 4649036.5295479)",7323,7259
1043,132,GREENBAUM (HENRY),Playground,OUTDOOR,2471,Greenebaum Park,"1729 N Kildare Ave Chicago, IL 60639",Chicago_Ward_26,Greenebaum Park - Playground,Chicago_Park_Facility_1043,Chicago_Park_132,"c(439168.474055484, 4640252.58616582)",7327,7208
1047,1031,GROSS (THEODORE),Playground,OUTDOOR,2475,Gross Park,"2708 W Lawrence Ave Chicago, IL 60625",Chicago_Ward_40,Gross Park - Playground,Chicago_Park_Facility_1047,Chicago_Park_1031,"c(442265.693116898, 4646561.4030561)",7309,7241
1050,1032,HAAS (JOSEPH),Playground,OUTDOOR,2478,Haas Park,"2402 N Washtenaw Ave Chicago, IL 60647",Chicago_Ward_1,Haas Park - Playground,Chicago_Park_Facility_1050,Chicago_Park_1032,"c(442296.779772636, 4641707.32100816)",7326,7217
1057,234,HALE (NATHAN),Playground,OUTDOOR,2485,Hale Park,"6140 S Melvina Ave Chicago, IL 60638",Chicago_Ward_13,Hale Park - Playground,Chicago_Park_Facility_1057,Chicago_Park_234,"c(435347.223159398, 4625641.77599476)",7365,7290
1073,9,HAMILTON (ALEXANDER),Playground,OUTDOOR,2501,Hamilton Park,"513 W 72nd St Chicago, IL 60621",Chicago_Ward_6,Hamilton Park - Playground,Chicago_Park_Facility_1073,Chicago_Park_9,"c(447060.831759934, 4623616.69143149)",7369,7223
1094,106,HAMLIN (HANNIBAL),Playground,OUTDOOR,2522,Hamlin Park,"3035 N Hoyne Ave Chicago, IL 60618",Chicago_Ward_32,Hamlin Park - Playground,Chicago_Park_Facility_1094,Chicago_Park_106,"c(443686.65850948, 4643058.85895827)",7351,7267
1099,1111,HANSBERRY (LORRAINE),Playground Park,OUTDOOR,2527,Hansberry Park,"5635 S Indiana Ave Chicago, IL 60637",Chicago_Ward_20,Hansberry Park - Playground Park,Chicago_Park_Facility_1099,Chicago_Park_1111,"c(448461.281174819, 4626857.06540302)",7310,7269
1100,1106,HARDING (FREDERICK),Playground Park,OUTDOOR,2528,Harding (Frederick) Park,"3921 W Division St Chicago, IL 60651",Chicago_Ward_37,Harding (Frederick) Park - Playground Park,Chicago_Park_Facility_1100,Chicago_Park_1106,"c(439881.824890464, 4639194.81244184)",7327,7208
1102,1033,HARDING (GEORGE),Playground,OUTDOOR,2530,Harding (George) Park,"4912 S Calumet Ave Chicago, IL 60615",Chicago_Ward_3,Harding (George) Park - Playground,Chicago_Park_Facility_1102,Chicago_Park_1033,"c(448632.609574515, 4628371.58295643)",7307,7204
1107,524,HARRIS (HARRIET),Playground,OUTDOOR,2535,Harris (Harriet) Park,"6200 S Drexel Ave Chicago, IL 60637",Chicago_Ward_20,Harris (Harriet) Park - Playground,Chicago_Park_Facility_1107,Chicago_Park_524,"c(449758.170026343, 4625760.76375738)",7312,7247
1108,1225,HARRIS (RYAN) MEMORIAL,Playground,OUTDOOR,2536,Harris (Ryan) Memorial Park,"6701 S Lowe Ave Chicago, IL 60621",Chicago_Ward_0,Harris (Ryan) Memorial Park - Playground,Chicago_Park_Facility_1108,Chicago_Park_1225,"c(446802.28018699, 4624652.36372957)",7369,7223
1121,213,HARRISON (CARTER),Playground,OUTDOOR,2549,Harrison Park,"1824 S Wood St Chicago, IL 60608",Chicago_Ward_25,Harrison Park - Playground,Chicago_Park_Facility_1121,Chicago_Park_213,"c(444278.173395817, 4634016.33734751)",7336,7280
1128,324,HARSH (VIVIAN G.),Playground Park,OUTDOOR,2556,Harsh Park,"4464 S Oakenwald Ave Chicago, IL 60653",Chicago_Ward_4,Harsh Park - Playground Park,Chicago_Park_Facility_1128,Chicago_Park_324,"c(450537.937366963, 4629280.3512961)",7308,7251
1131,1248,HARTIGAN (DAVID) BEACH,Playground,OUTDOOR,2559,Hartigan Beach Park,"1040 W Albion Ave Chicago, IL 60626",Chicago_Ward_49,Hartigan Beach Park - Playground,Chicago_Park_Facility_1131,Chicago_Park_1248,"c(445533.177458218, 4650237.67366825)",7313,7252
1132,294,HASAN (ELLIOT),Playground Park,OUTDOOR,2560,Hasan Park,"6855 S Oglesby Ave Chicago, IL 60649",Chicago_Ward_5,Hasan Park - Playground Park,Chicago_Park_Facility_1132,Chicago_Park_294,"c(452812.988719998, 4624401.94376009)",7342,7263
1142,242,HAYES (FRANCIS),Playground,OUTDOOR,2570,Hayes Park,"2936 W 85th St Chicago, IL 60652",Chicago_Ward_18,Hayes Park - Playground,Chicago_Park_Facility_1142,Chicago_Park_242,"c(442136.756511101, 4621374.07727965)",7372,7225
1147,417,HAZELNUT,Playground Park,OUTDOOR,2575,Hazelnut Park,"5949 W Huron St Chicago, IL 60644",Chicago_Ward_29,Hazelnut Park - Playground Park,Chicago_Park_Facility_1147,Chicago_Park_417,"c(435783.152355068, 4638127.72971892)",7329,7298
1151,1008,HERMITAGE,Playground,OUTDOOR,2579,Hermitage Park,"5839 S Wood St Chicago, IL 60636",Chicago_Ward_15,Hermitage Park - Playground,Chicago_Park_Facility_1151,Chicago_Park_1008,"c(444439.09759019, 4626345.21113708)",7368,7223
1157,125,HERMOSA,Playground,OUTDOOR,2585,Hermosa Park,"2240 N Kilbourn Ave Chicago, IL 60639",Chicago_Ward_36,Hermosa Park - Playground,Chicago_Park_Facility_1157,Chicago_Park_125,"c(438653.893962118, 4641407.74690812)",7324,7215
1166,229,HIAWATHA,Playground,OUTDOOR,2594,Hiawatha Park,"8029 W Forest Preserve Ave Chicago, IL 60634",Chicago_Ward_38,Hiawatha Park - Playground,Chicago_Park_Facility_1166,Chicago_Park_229,"c(431329.76228866, 4643809.9701522)",7320,7258
1175,299,HICKORY,Playground Park,OUTDOOR,2603,Hickory Park,"4834 N Winthrop Ave Chicago, IL 60640",Chicago_Ward_46,Hickory Park - Playground Park,Chicago_Park_Facility_1175,Chicago_Park_299,"c(445472.470080846, 4646673.07816443)",7334,7260
1179,387,HOARD (EDISON),Playground,OUTDOOR,2607,Hoard Park,"7221 S Dobson Ave Chicago, IL 60619",Chicago_Ward_5,Hoard Park - Playground,Chicago_Park_Facility_1179,Chicago_Park_387,"c(450203.496093757, 4623695.9714639)",7370,7224
1181,325,HOLLY,Playground Park,OUTDOOR,2609,Holly Park,"4052 S Ellis Ave Chicago, IL 60653",Chicago_Ward_4,Holly Park - Playground Park,Chicago_Park_Facility_1181,Chicago_Park_325,"c(449872.805279676, 4630018.68474402)",7305,7242
1186,75,HOLLYWOOD,Playground,OUTDOOR,2614,Hollywood Park,"3312 W Thorndale Ave Chicago, IL 60659",Chicago_Ward_39,Hollywood Park - Playground,Chicago_Park_Facility_1186,Chicago_Park_75,"c(441111.165516699, 4648769.60758197)",7316,7255
1191,203,HOLSTEIN,Playground,OUTDOOR,2619,Holstein Park,"2200 N Oakley Ave Chicago, IL 60647",Chicago_Ward_32,Holstein Park - Playground,Chicago_Park_Facility_1191,Chicago_Park_203,"c(443200.696602869, 4641389.22504856)",7326,7279
1194,1108,HOMAN (JOSEPH),Playground Park,OUTDOOR,2622,Homan Park,"2148 S Homan Ave Chicago, IL 60623",Chicago_Ward_24,Homan Park - Playground Park,Chicago_Park_Facility_1194,Chicago_Park_1108,"c(441026.100437804, 4633616.69555938)",7335,7211
2190,515,HOMAN SQUARE COMMUNITY CENTER,Playground,OUTDOOR,3618,Homan Square Community Center Park,"3517 W Arthington St Chicago, IL 60624",Chicago_Ward_24,Homan Square Community Center Park - Playground,Chicago_Park_Facility_2190,Chicago_Park_515,"c(440715.868565703, 4635541.06536581)",7333,7210
1195,351,HONEYSUCKLE,Playground Park,OUTDOOR,2623,Honeysuckle Park,"4637 S Champlain Ave Chicago, IL 60653",Chicago_Ward_4,Honeysuckle Park - Playground Park,Chicago_Park_Facility_1195,Chicago_Park_351,"c(449339.557959997, 4628877.07117287)",7307,7204
2192,520,HONOR<U+FFFD> (BERTHA PALMER),Playground Park,OUTDOOR,3620,Honor<U+FFFD> Park,"916 N Honore St Chicago, IL 60622",Chicago_Ward_2,Honor<U+FFFD> Park - Playground Park,Chicago_Park_Facility_2192,Chicago_Park_520,"c(444103.795961066, 4638714.23788118)",7328,7285
1198,1035,HORAN (ALBERT),Playground,OUTDOOR,2626,Horan Park,"3035 W Van Buren St Chicago, IL 60612",Chicago_Ward_28,Horan Park - Playground,Chicago_Park_Facility_1198,Chicago_Park_1035,"c(441693.098085481, 4636214.35717643)",7331,7209
1200,353,HORNBEAM,Playground Park,OUTDOOR,2628,Hornbeam Park,"1422 S Hamlin Ave Chicago, IL 60623",Chicago_Ward_24,Hornbeam Park - Playground Park,Chicago_Park_Facility_1200,Chicago_Park_353,"c(440193.924887588, 4634691.27640524)",7333,7210
